entity_type,canonical_text,alias_text,alias_count,method,confidence
GPE,21st Street,21st Street,210,normalized_key,0.8
GPE,the City of Friendswood,the City of Friendswood,209,normalized_key,0.8
ORG,Office of Rural Community Affairs,Office of Rural Community Affairs,208,normalized_key,0.8
GPE,Jamaica Beach,Jamaica Beach,208,normalized_key,0.8
TX_COUNTY,Shelby County,Shelby County,205,normalized_key,0.8
GPE,Simonton,Simonton,204,normalized_key,0.8
GPE,Austin,Austin,201,normalized_key,0.8
GPE,Brownsville,Brownsville,201,normalized_key,0.8
GPE,South Avenue,South Avenue,201,normalized_key,0.8
TX_COUNTY,Newton County,NEWTON COUNTY,201,normalized_key,0.8
ORG,County Road,County Road,200,normalized_key,0.8
GPE,"Orange, County of P-17","Orange, County of P-17",200,normalized_key,0.8
GPE,Tulane,Tulane,196,normalized_key,0.8
GPE,Richmond,Richmond,193,normalized_key,0.8
GPE,The City of Bridge City,The City of Bridge City,193,normalized_key,0.8
GPE,Smithville,Smithville,189,normalized_key,0.8
TX_COUNTY,Anderson County,Anderson County,189,normalized_key,0.8
GPE,East Avenue,East Avenue,188,normalized_key,0.8
GPE,The City of League City,The City of League City,188,normalized_key,0.8
GPE,Beach City,Beach City,185,normalized_key,0.8
GPE,the City of Jasper,The City of Jasper,183,normalized_key,0.8
GPE,West Drive,West Drive,183,normalized_key,0.8
GPE,Anahuac,Anahuac,182,normalized_key,0.8
GPE,Cibolo Creek,Cibolo Creek,182,normalized_key,0.8
GPE,The City of Beaumont,The City of Beaumont,182,normalized_key,0.8
GPE,Livingston,Livingston,182,normalized_key,0.8
GPE,West Orange,West Orange,181,normalized_key,0.8
GPE,the City of Refugio,the City of Refugio,181,normalized_key,0.8
TX_COUNTY,County of Galveston,County of Galveston,180,normalized_key,0.8
GPE,Fulton,Fulton,179,normalized_key,0.8
GPE,Santa Fe,Santa Fe,179,normalized_key,0.8
TX_COUNTY,County of Jim Wells,County of Jim Wells,179,normalized_key,0.8
GPE,Hurricanes,Hurricanes,178,normalized_key,0.8
GPE,Bastrop,Bastrop,174,normalized_key,0.8
GPE,Virginia,Virginia,172,normalized_key,0.8
GPE,Easement,Easement,171,normalized_key,0.8
GPE,Roma,Roma,171,normalized_key,0.8
ORG,HGAC-GLO#12-,HGAC-GLO#12-,170,normalized_key,0.8
GPE,Sweeny,Sweeny,170,normalized_key,0.8
GPE,King Street,King Street,169,normalized_key,0.8
GPE,the City of Port Arthur,The City of Port Arthur,169,normalized_key,0.8
ORG,Houston-Galveston Area Council,Houston-Galveston Area Council,167,normalized_key,0.8
GPE,Shoreacres,Shoreacres,167,normalized_key,0.8
GPE,Jefferson,Jefferson,165,normalized_key,0.8
GPE,Clarksville City,Clarksville City,164,normalized_key,0.8
GPE,the City of Pine Forest,the City of Pine Forest,162,normalized_key,0.8
GPE,Alto,Alto,161,normalized_key,0.8
GPE,County,County,161,normalized_key,0.8
GPE,High Island,High Island,161,normalized_key,0.8
ORG,Volunteer Fire Department,Volunteer Fire Department,160,normalized_key,0.8
GPE,Groves,Groves,160,normalized_key,0.8
GPE,Conroe,Conroe,159,normalized_key,0.8
GPE,Hearne,Hearne,157,normalized_key,0.8
GPE,Richmond,RICHMOND,157,normalized_key,0.8
GPE,St,St,157,normalized_key,0.8
GPE,Ann Street,Ann Street,156,normalized_key,0.8
GPE,Crystal Beach,Crystal Beach,156,normalized_key,0.8
GPE,North Clark Street,North Clark Street,156,normalized_key,0.8
GPE,North Winfree Street,North Winfree Street,156,normalized_key,0.8
GPE,Onalaska,Onalaska,155,normalized_key,0.8
TX_COUNTY,Brazoria County,BRAZORIA COUNTY,155,normalized_key,0.8
GPE,the City of Seadrift,the City of Seadrift,154,normalized_key,0.8
GPE,Lasara,Lasara,153,normalized_key,0.8
GPE,Sealy,Sealy,153,normalized_key,0.8
GPE,Sinton,Sinton,153,normalized_key,0.8
ORG,City of Environmental Assessment,City of Environmental Assessment,152,normalized_key,0.8
GPE,The City of Pearland,The City of Pearland,152,normalized_key,0.8
GPE,Richwood,Richwood,150,normalized_key,0.8
GPE,Sabine,Sabine,149,normalized_key,0.8
TX_COUNTY,Washington County,Washington County,149,normalized_key,0.8
GPE,Missouri City,Missouri City,148,normalized_key,0.8
GPE,the City of Cuero,the City of Cuero,148,normalized_key,0.8
GPE,the City of La Marque,the City of La Marque,147,normalized_key,0.8
ORG,County Standard,County Standard,146,normalized_key,0.8
GPE,Long Trail,Long Trail,145,normalized_key,0.8
GPE,The City of Bridge City,the City of Bridge City,145,normalized_key,0.8
TX_COUNTY,County of San Jacinto,County of San Jacinto,145,normalized_key,0.8
GPE,Missouri,Missouri,144,normalized_key,0.8
GPE,the City of Texas City,The City of Texas City,143,normalized_key,0.8
GPE,IA,IA,142,normalized_key,0.8
GPE,New Caney,New Caney,142,normalized_key,0.8
GPE,Yorktown,Yorktown,141,normalized_key,0.8
GPE,the City of Brookshire,the City of Brookshire,139,normalized_key,0.8
GPE,25th Street,25th Street,138,normalized_key,0.8
GPE,Lufkin,Lufkin,138,normalized_key,0.8
GPE,the City of Hitchcock,the City of Hitchcock,138,normalized_key,0.8
GPE,The City of League City,the City of League City,138,normalized_key,0.8
GPE,Los Fresnos,Los Fresnos,137,normalized_key,0.8
GPE,YOAKUM,YOAKUM,137,normalized_key,0.8
GPE,Lake Drive,Lake Drive,135,normalized_key,0.8
GPE,Rio Hondo,Rio Hondo,134,normalized_key,0.8
GPE,San Patricio,San Patricio,132,normalized_key,0.8
GPE,Smiley,Smiley,132,normalized_key,0.8
GPE,the City of Friendswood,The City of Friendswood,132,normalized_key,0.8
GPE,Ricardo,Ricardo,131,normalized_key,0.8
TX_COUNTY,Jackson County,Jackson County,131,normalized_key,0.8
GPE,Bedias,Bedias,130,normalized_key,0.8
GPE,"Brookshire, City of P-17-TX-48- HIM1","Brookshire, City of P-17-TX-48- HIM1",130,normalized_key,0.8
GPE,West Alice Wilkens Street,West Alice Wilkens Street,130,normalized_key,0.8
GPE,Gregg County,Gregg County,129,normalized_key,0.8
GPE,San Perlita,San Perlita,129,normalized_key,0.8
GPE,the City of Wharton,the City of Wharton,129,normalized_key,0.8
ORG,City of Yoakum,City of Yoakum,128,normalized_key,0.8
ORG,the Lamar University Campus,the Lamar University Campus,128,normalized_key,0.8
GPE,North Street,North Street,127,normalized_key,0.8
GPE,the City of Silsbee,The City of Silsbee,127,normalized_key,0.8
GPE,Oakhurst,Oakhurst,126,normalized_key,0.8
GPE,Pineland,Pineland,126,normalized_key,0.8
GPE,The City of Baytown,The City of Baytown,126,normalized_key,0.8
GPE,the City of Raymondville,the City of Raymondville,126,normalized_key,0.8
GPE,Jamaica,Jamaica,125,normalized_key,0.8
GPE,the City of Victoria,The City of Victoria,125,normalized_key,0.8
GPE,Hemphill,Hemphill,124,normalized_key,0.8
GPE,West Avenue,West Avenue,124,normalized_key,0.8
TX_COUNTY,Eastland County,Eastland County,124,normalized_key,0.8
GPE,The City of Pasadena,The City of Pasadena,123,normalized_key,0.8
GPE,Washington,Washington,123,normalized_key,0.8
TX_COUNTY,Rusk County,Rusk County,123,normalized_key,0.8
ORG,Brazos Valley Council,Brazos Valley Council,122,normalized_key,0.8
GPE,Oakwood,Oakwood,122,normalized_key,0.8
GPE,the City of Pinehurst,the City of Pinehurst,122,normalized_key,0.8
GPE,Tyler,Tyler,122,normalized_key,0.8
GPE,Franklin,Franklin,121,normalized_key,0.8
GPE,Magnolia,Magnolia,121,normalized_key,0.8
TX_COUNTY,Travis County,TRAVIS COUNTY,121,normalized_key,0.8
ORG,Improvements- Non Covered Projects Deep East Texas Council of Governments,Improvements- Non Covered Projects Deep East Texas Council of Governments,120,normalized_key,0.8
GPE,Hare,Hare,120,normalized_key,0.8
GPE,NE,NE,120,normalized_key,0.8
TX_COUNTY,Lavaca County,Lavaca County,120,normalized_key,0.8
TX_COUNTY,Marion County,Marion County,120,normalized_key,0.8
GPE,Bacliff,Bacliff,119,normalized_key,0.8
GPE,Branch,Branch,119,normalized_key,0.8
GPE,Nome,Nome,119,normalized_key,0.8
GPE,Jacinto City,Jacinto City,118,normalized_key,0.8
GPE,Rose City Drive,Rose City Drive,118,normalized_key,0.8
GPE,San Antonio Street,San Antonio Street,118,normalized_key,0.8
GPE,The City of Pasadena,the City of Pasadena,118,normalized_key,0.8
ORG,City of,City of,117,normalized_key,0.8
GPE,Clute,Clute,117,normalized_key,0.8
GPE,Benavides Street,Benavides Street,116,normalized_key,0.8
GPE,Lee,Lee,116,normalized_key,0.8
GPE,the City of Port Lavaca,the City of Port Lavaca,116,normalized_key,0.8
GPE,Premont,Premont,115,normalized_key,0.8
GPE,San Francisco Avenue,San Francisco Avenue,115,normalized_key,0.8
GPE,Santa Maria,Santa Maria,115,normalized_key,0.8
TX_COUNTY,County of Brazoria,County of Brazoria,115,normalized_key,0.8
GPE,the City of Cuero,The City of Cuero,114,normalized_key,0.8
GPE,Palm Drive,Palm Drive,113,normalized_key,0.8
GPE,Surfside Beach,Surfside Beach,112,normalized_key,0.8
GPE,the City of Point Comfort,the City of Point Comfort,112,normalized_key,0.8
GPE,Victoria,Victoria,112,normalized_key,0.8
GPE,San Leon,San Leon,111,normalized_key,0.8
GPE,the City of Nome,the City of Nome,111,normalized_key,0.8
GPE,the City of Rose City,the City of Rose City,111,normalized_key,0.8
GPE,the City of Sour Lake,the City of Sour Lake,111,normalized_key,0.8
GPE,the City of Aransas Pass,the City of Aransas Pass,110,normalized_key,0.8
GPE,the City of Ingleside,the City of Ingleside,110,normalized_key,0.8
GPE,the State of Texas Plan,the State of Texas Plan,110,normalized_key,0.8
GPE,Alvin,Alvin,109,normalized_key,0.8
GPE,Apple Springs,Apple Springs,109,normalized_key,0.8
GPE,East Chavez,East Chavez,109,normalized_key,0.8
GPE,Ebanito Creek,Ebanito Creek,109,normalized_key,0.8
GPE,Madisonville,Madisonville,109,normalized_key,0.8
GPE,The City of Baytown,the City of Baytown,109,normalized_key,0.8
GPE,the City of Wimberley,the City of Wimberley,109,normalized_key,0.8
GPE,The City of Beaumont,City of Beaumont,108,normalized_key,0.8
GPE,Friendswood,Friendswood,108,normalized_key,0.8
GPE,Leona,Leona,108,normalized_key,0.8
GPE,Polk,Polk,108,normalized_key,0.8
GPE,the City of Corpus Christi,the City of Corpus Christi,108,normalized_key,0.8
TX_COUNTY,County of Bastrop,County of Bastrop,108,normalized_key,0.8
ORG,Houston-Galveston Area Council of Governments,Houston-Galveston Area Council of Governments,107,normalized_key,0.8
GPE,the City of La Ward,the City of La Ward,107,normalized_key,0.8
GPE,Waco,Waco,107,normalized_key,0.8
ORG,HUD’s Federal Register,HUD’s Federal Register,106,normalized_key,0.8
GPE,San Benito,San Benito,106,normalized_key,0.8
ORG,the Galveston Housing Authority's,the Galveston Housing Authority's,105,normalized_key,0.8
GPE,Deer Park,Deer Park,105,normalized_key,0.8
GPE,East Drive,East Drive,105,normalized_key,0.8
GPE,the County Jail,the County Jail,105,normalized_key,0.8
GPE,"Houston, City","Houston, City",104,normalized_key,0.8
GPE,Tovar,Tovar,104,normalized_key,0.8
ORG,Lamar University,Lamar University,103,normalized_key,0.8
GPE,Santa Rosa,Santa Rosa,103,normalized_key,0.8
ORG,FEMA Verified Loss,FEMA Verified Loss,102,normalized_key,0.8
GPE,South Patillo Road,South Patillo Road,102,normalized_key,0.8
GPE,Danbury,Danbury,101,normalized_key,0.8
GPE,Duff Drive,Duff Drive,101,normalized_key,0.8
GPE,the City of Nome,The City of Nome,101,normalized_key,0.8
GPE,the City of Rose City,The City of Rose City,101,normalized_key,0.8
GPE,W. Ward Street,W. Ward Street,101,normalized_key,0.8
GPE,North Twin City Highway,North Twin City Highway,100,normalized_key,0.8
GPE,Sabine Pass,Sabine Pass,100,normalized_key,0.8
GPE,21st St,21st St,99,normalized_key,0.8
GPE,Alton,Alton,99,normalized_key,0.8
GPE,Bessie Heights,Bessie Heights,99,normalized_key,0.8
GPE,The City of Beaumont,the City of Beaumont,99,normalized_key,0.8
GPE,Harlingen,Harlingen,99,normalized_key,0.8
GPE,Tenaha,Tenaha,99,normalized_key,0.8
GPE,the City of Matagorda,the City of Matagorda,98,normalized_key,0.8
TX_COUNTY,County of Starr,County of Starr,98,normalized_key,0.8
GPE,The City of Pearland,the City of Pearland,97,normalized_key,0.8
GPE,Midway,Midway,96,normalized_key,0.8
GPE,the City of Rockport,the City of Rockport,96,normalized_key,0.8
GPE,the City of Wallis,the City of Wallis,96,normalized_key,0.8
GPE,Weslaco,Weslaco,96,normalized_key,0.8
GPE,Batiste Creek,Batiste Creek,95,normalized_key,0.8
ORG,the Federal Emergency Management Agency,the Federal Emergency Management Agency,94,normalized_key,0.8
GPE,Alleyway,Alleyway,94,normalized_key,0.8
GPE,Bay City,Bay City,94,normalized_key,0.8
GPE,Centerville,Centerville,94,normalized_key,0.8
GPE,Idaho,Idaho,94,normalized_key,0.8
ORG,Galveston Housing Authority,Galveston Housing Authority,93,normalized_key,0.8
GPE,Woodbranch Village,Woodbranch Village,93,normalized_key,0.8
GPE,the City of Ivanhoe,the City of Ivanhoe,93,normalized_key,0.8
ORG,GLO-CDR,GLO-CDR,92,normalized_key,0.8
GPE,Sebastian,Sebastian,92,normalized_key,0.8
GPE,the City of Freeport,the City of Freeport,92,normalized_key,0.8
GPE,the City of La Ward,The City of La Ward,92,normalized_key,0.8
TX_COUNTY,County of Liberty,County of Liberty,92,normalized_key,0.8
TX_COUNTY,County of Orange,County of Orange,92,normalized_key,0.8
TX_COUNTY,Hidalgo County,HIDALGO COUNTY,92,normalized_key,0.8
ORG,HGAC-GLO#12-483-000-6649,HGAC-GLO#12-483-000-6649,91,normalized_key,0.8
ORG,West Central Texas Council of Governments,West Central Texas Council of Governments,91,normalized_key,0.8
ORG,the Coastal Bend Council of Government,the Coastal Bend Council of Government,91,normalized_key,0.8
GPE,Oakwilde,Oakwilde,91,normalized_key,0.8
GPE,the City of Alvin,the City of Alvin,91,normalized_key,0.8
GPE,width,width,91,normalized_key,0.8
ORG,Improvements- Non Covered Projects County,Improvements- Non Covered Projects County,90,normalized_key,0.8
GPE,B-19-DF-48- 0001,B-19-DF-48- 0001,90,normalized_key,0.8
GPE,El Lago,El Lago,90,normalized_key,0.8
GPE,Kansas Avenue,Kansas Avenue,90,normalized_key,0.8
GPE,Lattas Creek,Lattas Creek,90,normalized_key,0.8
GPE,North Houston,North Houston,90,normalized_key,0.8
GPE,San Patricio P-18,San Patricio P-18,90,normalized_key,0.8
GPE,Silsbee,Silsbee,90,normalized_key,0.8
GPE,the City of Humble,the City of Humble,90,normalized_key,0.8
